headline,date,web_url,lead_paragraph,section,keywords
Israel Signals Its Military Will Move Into a Gazan City Turned Refuge,2024-02-03T00:00:13+0000,https://www.nytimes.com/2024/02/02/world/middleeast/israel-hamas-southern-gaza-rafah.html,"Israel’s defense minister has signaled that ground forces will advance toward the city of Rafah, in the southern Gaza Strip, which has become a refuge for hundreds of thousands of Palestinians pushed from their homes by nearly 13 weeks of war.",World,"['Israel-Gaza War (2023- )', 'Defense and Military Forces', 'Palestinians', 'Refugees and Displaced Persons', 'Terrorism']"
Biden Finds Support but Also Protests in Michigan,2024-02-03T01:09:33+0000,https://www.nytimes.com/2024/02/02/us/politics/biden-michigan-support-protests.html,"President Biden’s visit to Michigan yesterday had all the hallmarks of a vintage Scranton Joe event, as he talked to United Automobile Workers members about his love of cars and affinity for the labor movement.",U.S.,"['United States Politics and Government', 'Israel-Gaza War (2023- )', 'Presidential Election of 2024']"
"With House Seat at Stake, Republicans Court Jewish Voters Rattled by War",2024-02-03T08:00:16+0000,https://www.nytimes.com/2024/02/03/nyregion/mazi-pilip-israel-suozzi.html,"On the campaign trail, Mazi Pilip wears a Star of David around her neck. She speaks with a thick Ethiopian-Israeli accent. And when it comes to the Israel-Hamas war, Ms. Pilip, the Republican nominee in a special House election in New York, adds no political polish.",New York,"['Israel-Gaza War (2023- )', 'United States Politics and Government', 'Jews and Judaism', 'Elections, House of Representatives', 'Voting and Voters', 'Suburbs']"
"As Face of Biden’s Israel Policy, Blinken Draws Wrath of Gaza War Protesters",2024-02-03T10:03:40+0000,https://www.nytimes.com/2024/02/03/us/politics/blinken-gaza-protests.html,"For Secretary of State Antony J. Blinken, the conflict in Gaza has come home.",U.S.,"['Israel-Gaza War (2023- )', 'Palestinians', 'Demonstrations, Protests and Riots', 'War Crimes, Genocide and Crimes Against Humanity', 'United States International Relations']"
The World Needs to Stand by UNRWA,2024-02-03T12:00:20+0000,https://www.nytimes.com/2024/02/03/opinion/united-nations-unrwa-palestinians.html,"After nearly four months of war, the situation in Gaza is catastrophic. More than 75 percent of the area’s more than two million people are displaced. Tens of thousands of Palestinians have been killed, many of them children. The United Nations warns that famine is imminent. Infectious diseases are spreading. The lack of health care is critical.",Opinion,"['Israel-Gaza War (2023- )', 'Palestinians', 'Humanitarian Aid', 'Refugees and Displaced Persons', 'Terrorism', 'International Relations']"
What Can We Possibly Say to the Children of Gaza?,2024-02-03T12:00:21+0000,https://www.nytimes.com/2024/02/03/opinion/gaza-israel-war-children.html,"There’s a whip-smart 10-year-old girl in Gaza who speaks good English, displays a radiant smile and seemed to have a bright future. The daughter of an X-ray technician, she had been accepted to an international exchange program and was supposed to be leaving soon.",Opinion,"['Israel-Gaza War (2023- )', 'Defense and Military Forces', 'Palestinians', 'Civilian Casualties', 'Children and Childhood', 'Deaths (Fatalities)', 'Terrorism', 'Politics and Government', 'War Crimes, Genocide and Crimes Against Humanity', 'International Relations', 'United States International Relations']"
The 8 Days That Roiled the U.N.’s Top Agency in Gaza,2024-02-03T12:22:39+0000,https://www.nytimes.com/2024/02/03/world/middleeast/united-nations-gaza-unrwa.html,"When a senior U.S. diplomat called the Israeli military last week to request further details about Israeli allegations against a United Nations agency in Gaza, military leaders were so surprised that they ordered an internal inquiry about how the information had reached the ears of foreign officials.",World,"['Israel-Gaza War (2023- )', 'Palestinians', 'Refugees and Displaced Persons']"
U.S. Strikes Test Iran’s Will to Escalate,2024-02-03T16:54:43+0000,https://www.nytimes.com/2024/02/03/us/politics/us-strikes-iran-militias-israel.html,"As Iran and the United States assessed the damage done by American airstrikes in Syria and Iraq on Friday, the initiative suddenly shifted to Tehran and its pending decision whether to respond or to take the hit and de-escalate.",U.S.,"['United States International Relations', 'Israel-Gaza War (2023- )', 'Defense and Military Forces']"
Gaza Rescuers Go Missing on Mission to Save Girl Trapped in a Car,2024-02-03T17:15:29+0000,https://www.nytimes.com/2024/02/03/world/middleeast/hind-rajab-gaza-rescue.html,"The post by the Palestine Red Crescent was a haunting plea, hoping to learn the fate of three people not heard from for five days.",World,"['Israel-Gaza War (2023- )', 'Palestinians', 'Civilian Casualties', 'Ambulances', 'Rescues', 'Humanitarian Aid', 'Defense and Military Forces']"
"Matisyahu Salomon, 86, Dies; Rabbi Warned of Internet’s Dangers",2024-02-03T18:27:17+0000,https://www.nytimes.com/2024/02/03/nyregion/matisyahu-salomon-dead.html,"Rabbi Matisyahu Salomon, a longtime spiritual counselor at America’s largest yeshiva who spearheaded a crusade to warn observant Jews of the risks posed by the internet, died on Jan. 2 in Lakewood, N.J. He was 86.",New York,"['Deaths (Obituaries)', 'Jews and Judaism', 'Orthodox Judaism', 'Hasidism', 'Rabbis', 'Computers and the Internet']"
House G.O.P. Plans Vote on Israel Aid as Senate Tries to Close Broader Deal,2024-02-03T19:19:57+0000,https://www.nytimes.com/2024/02/03/us/politics/house-republicans-israel-aid.html,"Speaker Mike Johnson pledged Saturday that the House would hold a vote next week on legislation to speed $17.6 billion in security assistance to Israel with no strings attached, a move likely to complicate Senate leaders’ efforts to rally support for a broader package with border security measures and aid to Ukraine.",U.S.,"['United States Politics and Government', 'Israel-Gaza War (2023- )', 'United States International Relations']"
U.S. and U.K. Launch Heavy Strikes on Houthi Sites in Yemen,2024-02-03T22:08:54+0000,https://www.nytimes.com/2024/02/03/us/politics/houthis-yemen-strikes.html,"The United States and Britain carried out large-scale military strikes on Saturday against multiple sites in Yemen controlled by Houthi militants, according to a statement from the two countries and six allies, as the Biden administration continued its reprisal campaign in the Middle East targeting Iran-backed militias.",U.S.,"['United States Defense and Military Forces', 'Defense and Military Forces', 'Drones (Pilotless Planes)', 'Israel-Gaza War (2023- )', 'Ships and Shipping', 'Terrorism']"
Portraits of Gazans,2024-02-04T10:01:10+0000,https://www.nytimes.com/2024/02/04/world/middleeast/gaza-photos-israel-war.html,"A toddler, a 12-year-old, a mother, a photojournalist.",World,"['Israel-Gaza War (2023- )', 'Palestinians', 'Civilian Casualties', 'Content Type: Personal Profile', 'War Crimes, Genocide and Crimes Against Humanity', 'vis-photo']"
Here’s How the Latest U.S.-Led Strikes Have Unfolded,2024-02-04T10:57:40+0000,https://www.nytimes.com/2024/02/04/world/middleeast/us-strikes-yemen-syria-iraq.html,"The United States has led a major wave of retaliatory strikes in the Middle East, hitting scores of targets belonging to Iranian-backed armed groups since Friday. The strikes are a sharp escalation of hostilities in the region, one that President Biden had sought to avoid since the war between Israel and Hamas in Gaza began in October.",World,"['Israel-Gaza War (2023- )', 'United States Defense and Military Forces']"
U.S. Strikes Iranian-Backed Targets for Third Day in a Row,2024-02-04T23:26:58+0000,https://www.nytimes.com/2024/02/04/world/middleeast/us-mideast-strikes-blinken.html,The United States launched scores of strikes across the Middle East over the weekend as Secretary of State Antony J. Blinken set out for the region to push forward negotiations to secure the release of Israelis still held hostage in Gaza and get more humanitarian aid into the battered enclave.,World,"['Defense and Military Forces', 'United States Defense and Military Forces', 'Israel-Gaza War (2023- )', 'United States International Relations']"
Blinken’s Mideast visit and U.S. aid to Israel are the focus in Washington this week.,2024-02-05T09:56:02+0000,https://www.nytimes.com/2024/02/05/world/middleeast/blinkens-mideast-visit-and-us-aid-to-israel-are-the-focus-in-washington-this-week.html,A trip back to the Middle East by the United States’ top diplomat to continue talks on a possible cease-fire deal highlights a week of high-level wrangling over the war in Gaza and beyond.,World,[]
Many Israelis Want Netanyahu Out. But There Is No Simple Path to Do It.,2024-02-05T10:02:39+0000,https://www.nytimes.com/2024/02/05/world/middleeast/israel-netanyahu-americans-elections.html,"Prime Minister Benjamin Netanyahu of Israel is on his last legs, it is widely believed, and will be forced to relinquish his post once the war against Hamas in Gaza ends.",World,"['Israel-Gaza War (2023- )', 'Politics and Government', 'Legislatures and Parliaments', 'Polls and Public Opinion', 'Elections', 'United States International Relations']"
Here’s What’s in the Senate’s $118 Billion Ukraine and Border Deal,2024-02-05T10:03:33+0000,https://www.nytimes.com/2024/02/05/us/politics/senate-border-ukraine-deal.html,Senate Democrats released a $118.3 billion emergency national security bill on Sunday that would tie a fresh infusion of aid to Ukraine to measures clamping down on migration across the United States-Mexico border.,U.S.,"['United States Politics and Government', 'Law and Legislation', 'Foreign Aid', 'Israel-Gaza War (2023- )', 'Russian Invasion of Ukraine (2022)', 'Immigration and Emigration', 'Illegal Immigration', 'Asylum, Right of']"
Tuesday Briefing: Blinken’s High-Stakes Middle East Trip,2024-02-05T21:04:03+0000,https://www.nytimes.com/2024/02/05/world/asia/blinken-middle-east-gaza-chile-asia.html,"Antony Blinken, the U.S. secretary of state, landed in Saudi Arabia yesterday, beginning his visit to the Middle East. He is trying to prevent the Israel-Hamas conflict from becoming a broader regional war — and to rally allies around a proposal to release hostages in Gaza.",World,[]
"UNRWA Set to Lose $65 Million, Documents Show",2024-02-05T22:10:53+0000,https://www.nytimes.com/2024/02/05/world/middleeast/unrwa-funds-gaza-aid.html,"The United Nations Relief and Works Agency, the main aid agency in Gaza, is set to lose $65 million by the end of February as donors’ funding cuts begin to kick in, according to internal accounting documents reviewed by The New York Times.",World,"['Palestinians', 'Israel-Gaza War (2023- )', 'Refugees and Displaced Persons']"
"U.S. Strikes Hit Most of Targets in Iraq and Syria, Pentagon Says",2024-02-05T22:58:22+0000,https://www.nytimes.com/2024/02/05/us/politics/us-strikes-iraq-syria.html,"American warplanes destroyed or severely damaged most of the Iranian and militia targets they struck in Syria and Iraq on Friday, according to the Pentagon, the first major salvos in what President Biden and his aides have said will be a sustained campaign.",U.S.,"['Terrorism', 'United States International Relations', 'Drones (Pilotless Planes)', 'Israel-Gaza War (2023- )']"
Blinken Meets Saudi Crown Prince on Mideast Push for Pause in Gaza War,2024-02-06T00:00:22+0000,https://www.nytimes.com/2024/02/05/world/middleeast/blinken-saudi-crown-prince.html,"Secretary of State Antony J. Blinken began a diplomatic push in the Middle East on Monday for a deal that would pause the war in the Gaza Strip and release the hostages there, even as a drone struck a military base used by American troops and allied forces in eastern Syria.",World,"['Israel-Gaza War (2023- )', 'United States International Relations', 'International Relations', 'Palestinians']"
